date,open,high,low,close,volume,crypto_name,crypto_symbol,daily_return,ma_7,volatility_30
27/09/2025,109707.141,109778.5,109144.297,109681.945,26308042910,Bitcoin,BTC-USD,-0.0003,111691.6853,0.0135
28/09/2025,109681.945,112375.484,109236.945,112122.641,33371048505,Bitcoin,BTC-USD,0.0223,111236.9063,0.0123
29/09/2025,112117.875,114473.57,111589.953,114400.383,60000147466,Bitcoin,BTC-USD,0.0203,111472.8884,0.0128
30/09/2025,114396.523,114836.617,112740.562,114056.086,58986330258,Bitcoin,BTC-USD,-0.003,111764.5436,0.0127
01/10/2025,114057.594,118648.93,113981.398,118648.93,71328680132,Bitcoin,BTC-USD,0.0403,112524.586,0.0145
02/10/2025,118652.383,121086.406,118383.156,120681.258,71415163912,Bitcoin,BTC-USD,0.0171,114186.2959,0.0145
03/10/2025,120656.984,123944.703,119344.312,122266.531,83941392228,Bitcoin,BTC-USD,0.0131,115979.682,0.0146
04/10/2025,122267.469,122857.641,121577.57,122425.43,36769171735,Bitcoin,BTC-USD,0.0013,117800.1799,0.0144
05/10/2025,122419.672,125559.211,122191.961,123513.477,73689317763,Bitcoin,BTC-USD,0.0089,119427.4421,0.0144
06/10/2025,123510.453,126198.07,123196.047,124752.531,72568881188,Bitcoin,BTC-USD,0.01,120906.3204,0.0144
07/10/2025,124752.141,125184.023,120681.969,121451.383,76149412513,Bitcoin,BTC-USD,-0.0265,121962.7914,0.0154
08/10/2025,121448.352,124167.094,121119.18,123354.867,65354305286,Bitcoin,BTC-USD,0.0157,122635.0681,0.0156
09/10/2025,123337.07,123739.344,119812.031,121705.586,74653009425,Bitcoin,BTC-USD,-0.0134,122781.4007,0.0158
10/10/2025,121704.742,122509.664,104582.414,113214.367,153125018868,Bitcoin,BTC-USD,-0.0698,121488.2344,0.0203
11/10/2025,113236.43,113429.727,109760.562,110807.883,110236934340,Bitcoin,BTC-USD,-0.0213,119828.5849,0.0205
12/10/2025,110811.516,115805.062,109715.539,115169.766,93710414091,Bitcoin,BTC-USD,0.0394,118636.6261,0.0217
13/10/2025,115161.68,116020.484,113821.188,115271.078,71582026739,Bitcoin,BTC-USD,0.0009,117282.1329,0.0217
14/10/2025,115264.883,115502.883,110029.484,113118.664,92212917403,Bitcoin,BTC-USD,-0.0187,116091.7444,0.022
15/10/2025,113113.969,113622.383,110235.836,110783.164,72574132855,Bitcoin,BTC-USD,-0.0206,114295.7869,0.0223
16/10/2025,110782.172,111990.812,107537.031,108186.039,87306423067,Bitcoin,BTC-USD,-0.0234,112364.423,0.0225
17/10/2025,108179.133,109235.805,103598.43,106467.789,99703051669,Bitcoin,BTC-USD,-0.0159,111400.6261,0.0226
18/10/2025,106483.734,107490.984,106387.453,107198.266,37779905278,Bitcoin,BTC-USD,0.0069,110884.9666,0.0227
19/10/2025,107204.312,109488.992,106157.789,108666.711,47657008953,Bitcoin,BTC-USD,0.0137,109955.9587,0.0228
20/10/2025,108667.445,111711.031,107485.016,110588.93,63507793085,Bitcoin,BTC-USD,0.0177,109287.0804,0.023
21/10/2025,110587.633,113996.344,107534.75,108476.891,101194375480,Bitcoin,BTC-USD,-0.0191,108623.97,0.0233
22/10/2025,108491.531,109115.133,106778.0,107688.586,80807013218,Bitcoin,BTC-USD,-0.0073,108181.8874,0.023
23/10/2025,107679.438,111288.594,107548.43,110069.727,54944076060,Bitcoin,BTC-USD,0.0221,108450.9857,0.0233
24/10/2025,110069.352,111842.531,109770.148,111033.922,48160816980,Bitcoin,BTC-USD,0.0088,109103.2904,0.0233
25/10/2025,111032.617,111947.703,110704.406,111641.727,24707667305,Bitcoin,BTC-USD,0.0055,109738.0706,0.0222
26/10/2025,111639.055,115260.906,111268.484,114472.445,41708524143,Bitcoin,BTC-USD,0.0254,110567.4611,0.0226
27/10/2025,114479.852,116273.312,113882.289,114119.328,61761358733,Bitcoin,BTC-USD,-0.0031,111071.8037,0.0227
28/10/2025,114129.086,116078.984,112291.68,112956.164,64528066504,Bitcoin,BTC-USD,-0.0102,111711.6999,0.0224
29/10/2025,112921.328,113642.727,109368.719,110055.305,62192043469,Bitcoin,BTC-USD,-0.0257,112049.8026,0.0226
30/10/2025,110059.195,111612.352,106376.688,108305.547,69673964814,Bitcoin,BTC-USD,-0.0159,111797.7769,0.0227
31/10/2025,108304.414,111031.82,108288.273,109556.164,60090359560,Bitcoin,BTC-USD,0.0115,111586.6686,0.0215
01/11/2025,109558.625,110574.898,109372.953,110064.016,25871668762,Bitcoin,BTC-USD,0.0046,111361.2813,0.0212
02/11/2025,110064.43,111167.312,109523.453,110639.625,34284209459,Bitcoin,BTC-USD,0.0052,110813.7356,0.0211
03/11/2025,110646.906,110764.914,105336.359,106547.523,72852006359,Bitcoin,BTC-USD,-0.037,109732.0491,0.0219
04/11/2025,106541.422,107264.883,98962.062,101590.523,110967184773,Bitcoin,BTC-USD,-0.0465,108108.3861,0.0231
05/11/2025,101579.234,104534.703,98989.914,103891.836,77584934804,Bitcoin,BTC-USD,0.0227,107227.8906,0.0235
06/11/2025,103893.664,104147.305,100336.867,101301.289,63932752861,Bitcoin,BTC-USD,-0.0249,106227.2823,0.0235
07/11/2025,101286.242,104052.914,99257.055,103372.406,92168030081,Bitcoin,BTC-USD,0.0204,105343.8883,0.0236
08/11/2025,103371.703,103373.562,101458.039,102282.117,51446691095,Bitcoin,BTC-USD,-0.0105,104232.1884,0.0236
09/11/2025,102278.984,105418.367,101468.875,104719.641,59679243013,Bitcoin,BTC-USD,0.0238,103386.4764,0.0208
10/11/2025,104723.773,106564.695,104350.648,105996.594,69585887229,Bitcoin,BTC-USD,0.0122,103307.7723,0.0207
11/11/2025,105996.859,107428.258,102457.328,102997.469,71130078574,Bitcoin,BTC-USD,-0.0283,103508.7646,0.0198
12/11/2025,103011.438,105297.234,100836.617,101663.188,64347179408,Bitcoin,BTC-USD,-0.013,103190.3863,0.0198
13/11/2025,101674.148,104005.492,97988.719,99697.492,101546815416,Bitcoin,BTC-USD,-0.0193,102961.2724,0.0198
14/11/2025,99694.703,99804.43,94000.734,94397.789,114346441890,Bitcoin,BTC-USD,-0.0532,101679.1843,0.0216
15/11/2025,94420.469,96728.469,94420.469,95549.148,38500716654,Bitcoin,BTC-USD,0.0122,100717.3316,0.0215
16/11/2025,95556.867,96564.188,92971.164,94177.078,71086235862,Bitcoin,BTC-USD,-0.0144,99211.2511,0.0215
17/11/2025,94180.875,95928.367,91214.758,92093.875,94186165724,Bitcoin,BTC-USD,-0.0221,97225.1484,0.0216
18/11/2025,92094.531,93745.078,89300.461,92948.875,101333569062,Bitcoin,BTC-USD,0.0093,95789.635,0.0215
19/11/2025,92946.164,92946.164,88526.828,91465.992,80350354656,Bitcoin,BTC-USD,-0.016,94332.8927,0.0212
20/11/2025,91459.352,93025.07,86040.797,86631.898,97970645638,Bitcoin,BTC-USD,-0.0529,92466.3793,0.0227
21/11/2025,86528.773,87380.805,80659.812,85090.688,129157506112,Bitcoin,BTC-USD,-0.0178,91136.7934,0.0228
22/11/2025,85098.562,85503.008,83490.898,84648.359,40793099246,Bitcoin,BTC-USD,-0.0052,89579.5379,0.0221
23/11/2025,84648.609,88038.469,84641.773,86805.008,58083435576,Bitcoin,BTC-USD,0.0255,88526.385,0.0228
24/11/2025,86798.773,89206.336,85272.195,88270.562,74433896110,Bitcoin,BTC-USD,0.0169,87980.1974,0.0231
25/11/2025,88269.961,88457.336,86131.43,87341.891,64837343545,Bitcoin,BTC-USD,-0.0105,87179.1997,0.0223
26/11/2025,87345.586,90581.156,86316.898,90518.367,66496301869,Bitcoin,BTC-USD,0.0364,87043.8247,0.0237
27/11/2025,90517.766,91897.578,90089.516,91285.375,57040622845,Bitcoin,BTC-USD,0.0085,87708.6071,0.0239
28/11/2025,91285.383,92969.086,90257.117,90919.266,60895830289,Bitcoin,BTC-USD,-0.004,88541.2611,0.0236
29/11/2025,90918.742,91187.617,90260.188,90851.758,37921773455,Bitcoin,BTC-USD,-0.0007,89427.461,0.0236
30/11/2025,90838.211,91965.047,90394.312,90394.312,38497902869,Bitcoin,BTC-USD,-0.005,89940.2187,0.0233
01/12/2025,90389.109,90398.156,83862.25,86321.57,87962894424,Bitcoin,BTC-USD,-0.0451,89661.7913,0.0243
02/12/2025,86322.539,92316.633,86202.195,91350.203,78546798211,Bitcoin,BTC-USD,0.0583,90234.4073,0.0271
03/12/2025,91345.094,94060.773,91056.391,93527.805,77650204986,Bitcoin,BTC-USD,0.0238,90664.327,0.0269
04/12/2025,93454.258,94038.242,90976.102,92141.625,64538402681,Bitcoin,BTC-USD,-0.0148,90786.6484,0.0258
05/12/2025,92133.648,92702.641,88152.141,89387.758,63256398633,Bitcoin,BTC-USD,-0.0299,90567.8616,0.0258
06/12/2025,89389.359,90267.461,88951.664,89272.375,37994042405,Bitcoin,BTC-USD,-0.0013,90342.2354,0.0255
07/12/2025,89277.812,91740.844,87799.562,90405.641,47394898960,Bitcoin,BTC-USD,0.0127,90343.8539,0.0253
08/12/2025,90424.586,92267.117,89644.891,90640.203,57394099056,Bitcoin,BTC-USD,0.0026,90960.8014,0.0253
09/12/2025,90639.703,94601.57,89586.977,92691.711,66861721440,Bitcoin,BTC-USD,0.0226,91152.4454,0.0252
10/12/2025,92695.234,94477.156,91640.133,92020.945,65420694513,Bitcoin,BTC-USD,-0.0072,90937.1797,0.0251
11/12/2025,92011.305,93554.266,89335.297,92511.336,64532834621,Bitcoin,BTC-USD,0.0053,90989.9956,0.0247
12/12/2025,92513.664,92747.93,89532.602,90270.414,80275884583,Bitcoin,BTC-USD,-0.0242,91116.0893,0.025
13/12/2025,90257.797,90647.57,89800.992,90298.711,64237748110,Bitcoin,BTC-USD,0.0003,91262.7087,0.0248
14/12/2025,90296.438,90498.109,87634.938,88175.18,50465972205,Bitcoin,BTC-USD,-0.0235,90944.0714,0.0233
15/12/2025,88171.078,89983.922,85304.078,86419.781,45559514323,Bitcoin,BTC-USD,-0.0199,90341.154,0.0233
16/12/2025,86424.406,88170.094,85381.688,87843.984,41262178223,Bitcoin,BTC-USD,0.0165,89648.6216,0.0235
17/12/2025,87847.617,90264.57,85316.266,86143.758,44243392914,Bitcoin,BTC-USD,-0.0194,88809.0234,0.0234
18/12/2025,86144.367,89412.664,84436.312,85462.508,52667115348,Bitcoin,BTC-USD,-0.0079,87802.048,0.0233
19/12/2025,85476.133,89339.117,85107.664,88103.383,46733310561,Bitcoin,BTC-USD,0.0309,87492.4721,0.024
20/12/2025,88101.672,88497.203,87924.875,88344.0,14688196659,Bitcoin,BTC-USD,0.0027,87213.2277,0.0219
21/12/2025,88344.703,89027.953,87613.203,88621.75,19845522660,Bitcoin,BTC-USD,0.0031,87277.0234,0.0216
22/12/2025,88621.398,90501.93,87908.07,88490.016,38047472118,Bitcoin,BTC-USD,-0.0015,87572.7713,0.0216
23/12/2025,88490.031,88898.383,86606.977,87414.0,43683011533,Bitcoin,BTC-USD,-0.0122,87511.345,0.0212
24/12/2025,87404.32,87956.883,86411.797,87611.961,25550297986,Bitcoin,BTC-USD,0.0023,87721.0883,0.021
25/12/2025,87608.32,88501.789,86949.258,87234.742,19953216347,Bitcoin,BTC-USD,-0.0043,87974.2646,0.0209
26/12/2025,87235.508,89459.43,86628.141,87301.43,42455674908,Bitcoin,BTC-USD,0.0008,87859.6999,0.0198
27/12/2025,87301.43,87874.781,87182.977,87802.156,13741199310,Bitcoin,BTC-USD,0.0057,87782.2936,0.0197
28/12/2025,87799.344,87986.891,87394.953,87835.836,15156557929,Bitcoin,BTC-USD,0.0004,87670.0201,0.0197
29/12/2025,87835.789,90299.156,86717.914,87138.141,48411625849,Bitcoin,BTC-USD,-0.0079,87476.8951,0.0198
30/12/2025,87134.352,89297.938,86735.547,88430.133,35586356225,Bitcoin,BTC-USD,0.0148,87622.057,0.02
31/12/2025,88429.586,89080.289,87130.562,87508.828,33830210616,Bitcoin,BTC-USD,-0.0104,87607.3237,0.0182
